NAME,DISTANCE,LEARNING_RATE,BATCH,EPOCHS,PATIENCE,TEST_LOSS,TEST_ACC,VAL_LOSS,VAL_ACC,TOTAL_TIME_SECS
avtomat_distance-26_learningRate-0.001_batch-128_epochs-10_patience-10,26,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,902.4220857620239
avtomat_distance-2_learningRate-0.001_batch-512_epochs-10_patience-10,2,0.001,512,10,10,0.7202709913253784,0.7272912263870239,0.7206249237060547,0.7265812754631042,397.9129934310913
avtomat_distance-8_learningRate-0.0001_batch-512_epochs-300_patience-10,8,0.0001,512,300,10,0.3946048319339752,0.8731212615966797,0.3956812918186188,0.872168779373169,4629.020052433014
avtomat_distance-26_learningRate-0.001_batch-256_epochs-10_patience-10,26,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,590.0417158603668
avtomat_distance-56_learningRate-0.001_batch-512_epochs-10_patience-10,56,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,394.97011518478394
avtomat_distance-20_learningRate-0.0001_batch-256_epochs-300_patience-10,20,0.0001,256,300,10,0.8635578751564026,0.6753075122833252,0.8609725832939148,0.676868736743927,3759.2452931404114
avtomat_distance-8_learningRate-0.0001_batch-512_epochs-10_patience-10,8,0.0001,512,10,10,0.9901161193847656,0.6221349835395813,0.9907131791114807,0.6215624809265137,385.54239869117737
avtomat_distance-14_learningRate-0.0001_batch-512_epochs-300_patience-10,14,0.0001,512,300,10,0.3093458116054535,0.8852237462997437,0.30444255471229553,0.8864874839782715,3384.3236966133118
avtomat_distance-56_learningRate-0.0001_batch-128_epochs-300_patience-10,56,0.0001,128,300,10,0.28949692845344543,0.8823475241661072,0.2910650372505188,0.8809750080108643,2898.2243037223816
avtomat_distance-38_learningRate-0.0001_batch-256_epochs-10_patience-10,38,0.0001,256,10,10,0.7910978198051453,0.6764862537384033,0.7910773158073425,0.6782374978065491,669.8022017478943
avtomat_distance-32_learningRate-0.0001_batch-512_epochs-300_patience-10,32,0.0001,512,300,10,0.39771366119384766,0.857298731803894,0.39715084433555603,0.8559250235557556,4356.639199495316
avtomat_distance-56_learningRate-0.0001_batch-256_epochs-300_patience-10,56,0.0001,256,300,10,0.24836872518062592,0.8993600010871887,0.2518330514431,0.8973812460899353,5541.089448213577
avtomat_distance-2_learningRate-0.0001_batch-256_epochs-10_patience-10,2,0.0001,256,10,10,0.8784329891204834,0.6361187696456909,0.8779568076133728,0.6366687417030334,609.7013173103333
avtomat_distance-26_learningRate-0.001_batch-512_epochs-10_patience-10,26,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,403.90771079063416
avtomat_distance-26_learningRate-0.0001_batch-256_epochs-10_patience-10,26,0.0001,256,10,10,1.1007572412490845,0.5679774880409241,1.0993608236312866,0.5696812272071838,990.3061285018921
avtomat_distance-44_learningRate-0.0001_batch-128_epochs-10_patience-10,44,0.0001,128,10,10,0.7677179574966431,0.6645412445068359,0.7649278044700623,0.6647937297821045,917.9597499370575
avtomat_distance-14_learningRate-0.0001_batch-512_epochs-10_patience-10,14,0.0001,512,10,10,1.2744461297988892,0.4996199905872345,1.274065613746643,0.4995437562465668,451.5200390815735
avtomat_distance-32_learningRate-0.001_batch-256_epochs-10_patience-10,32,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,567.4415938854218
avtomat_distance-38_learningRate-0.001_batch-128_epochs-10_patience-10,38,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,910.8525114059448
avtomat_distance-62_learningRate-0.0001_batch-256_epochs-300_patience-10,62,0.0001,256,300,10,0.40311673283576965,0.8405337333679199,0.40224578976631165,0.8410812616348267,3168.491672039032
avtomat_distance-32_learningRate-0.0001_batch-512_epochs-10_patience-10,32,0.0001,512,10,10,0.9396280646324158,0.6132825016975403,0.937453031539917,0.614493727684021,509.78891801834106
avtomat_distance-20_learningRate-0.0001_batch-128_epochs-300_patience-10,20,0.0001,128,300,10,0.7612795829772949,0.7380325198173523,0.7597770094871521,0.7383249998092651,8993.348187685013
avtomat_distance-62_learningRate-0.001_batch-512_epochs-10_patience-10,62,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,406.2768323421478
avtomat_distance-44_learningRate-0.0001_batch-256_epochs-300_patience-10,44,0.0001,256,300,10,0.46334001421928406,0.8147000074386597,0.46301713585853577,0.8148624897003174,4314.840237379074
avtomat_distance-38_learningRate-0.001_batch-256_epochs-10_patience-10,38,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,567.3237407207489
avtomat_distance-44_learningRate-0.0001_batch-256_epochs-10_patience-10,44,0.0001,256,10,10,0.6938837766647339,0.7091012597084045,0.6932463645935059,0.7081124782562256,590.5607130527496
avtomat_distance-8_learningRate-0.0001_batch-128_epochs-10_patience-10,8,0.0001,128,10,10,0.7763507962226868,0.707298755645752,0.7764003872871399,0.7076749801635742,991.5872321128845
avtomat_distance-14_learningRate-0.001_batch-512_epochs-10_patience-10,14,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,406.6847813129425
avtomat_distance-8_learningRate-0.0001_batch-256_epochs-300_patience-10,8,0.0001,256,300,10,0.392192542552948,0.8749262690544128,0.3926180601119995,0.8734750151634216,6985.888238668442
avtomat_distance-56_learningRate-0.0001_batch-128_epochs-10_patience-10,56,0.0001,128,10,10,0.3114956319332123,0.8780974745750427,0.3145371079444885,0.8761937618255615,923.4759340286255
avtomat_distance-56_learningRate-0.001_batch-256_epochs-10_patience-10,56,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,561.161817073822
avtomat_distance-38_learningRate-0.0001_batch-512_epochs-10_patience-10,38,0.0001,512,10,10,0.8965862393379211,0.6354950070381165,0.8962960839271545,0.6357250213623047,464.1648998260498
avtomat_distance-14_learningRate-0.001_batch-256_epochs-10_patience-10,14,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,564.8772842884064
avtomat_distance-44_learningRate-0.0001_batch-128_epochs-300_patience-10,44,0.0001,128,300,10,0.5034781098365784,0.8021762371063232,0.5037849545478821,0.8018749952316284,6320.407538890839
avtomat_distance-50_learningRate-0.001_batch-256_epochs-10_patience-10,50,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,594.9262673854828
avtomat_distance-26_learningRate-0.0001_batch-128_epochs-10_patience-10,26,0.0001,128,10,10,1.016457438468933,0.6095849871635437,1.0164083242416382,0.6107249855995178,926.6699554920197
avtomat_distance-32_learningRate-0.001_batch-128_epochs-10_patience-10,32,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,922.1636044979095
avtomat_distance-20_learningRate-0.0001_batch-256_epochs-10_patience-10,20,0.0001,256,10,10,1.572493553161621,0.39369499683380127,1.5725635290145874,0.39195001125335693,649.5614213943481
avtomat_distance-32_learningRate-0.0001_batch-128_epochs-300_patience-10,32,0.0001,128,300,10,0.46611085534095764,0.8231387734413147,0.4649111330509186,0.8231187462806702,5954.675603628159
avtomat_distance-62_learningRate-0.0001_batch-512_epochs-300_patience-10,62,0.0001,512,300,10,0.38353386521339417,0.8475062251091003,0.3811780512332916,0.8484812378883362,5050.293794393539
avtomat_distance-62_learningRate-0.0001_batch-128_epochs-10_patience-10,62,0.0001,128,10,10,0.506473183631897,0.796952486038208,0.503718376159668,0.7982375025749207,995.1081731319427
avtomat_distance-62_learningRate-0.0001_batch-256_epochs-10_patience-10,62,0.0001,256,10,10,0.5164633393287659,0.7938125133514404,0.5137789249420166,0.795481264591217,681.6692728996277
avtomat_distance-20_learningRate-0.0001_batch-128_epochs-10_patience-10,20,0.0001,128,10,10,1.1762480735778809,0.553522527217865,1.1762477159500122,0.5531812310218811,1016.6642665863037
avtomat_distance-38_learningRate-0.0001_batch-256_epochs-300_patience-10,38,0.0001,256,300,10,0.3688912093639374,0.85324627161026,0.3698574900627136,0.8546249866485596,5378.899780988693
avtomat_distance-50_learningRate-0.0001_batch-128_epochs-300_patience-10,50,0.0001,128,300,10,0.2771291136741638,0.9028387665748596,0.2763732075691223,0.9028875231742859,5389.106089830399
avtomat_distance-14_learningRate-0.0001_batch-128_epochs-300_patience-10,14,0.0001,128,300,10,0.3015403747558594,0.8887674808502197,0.29698118567466736,0.8905500173568726,4195.582286119461
avtomat_distance-2_learningRate-0.0001_batch-256_epochs-300_patience-10,2,0.0001,256,300,10,0.4753037095069885,0.8334662318229675,0.4749673902988434,0.8330687284469604,6903.624237298965
avtomat_distance-8_learningRate-0.0001_batch-128_epochs-300_patience-10,8,0.0001,128,300,10,0.36684519052505493,0.8780162334442139,0.36790889501571655,0.8771562576293945,8385.29935336113
avtomat_distance-62_learningRate-0.0001_batch-512_epochs-10_patience-10,62,0.0001,512,10,10,0.6612975001335144,0.7314912676811218,0.6573180556297302,0.7327687740325928,683.1755304336548
avtomat_distance-14_learningRate-0.001_batch-128_epochs-10_patience-10,14,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,907.1580858230591
avtomat_distance-50_learningRate-0.001_batch-128_epochs-10_patience-10,50,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,925.7404887676239
avtomat_distance-20_learningRate-0.0001_batch-512_epochs-300_patience-10,20,0.0001,512,300,10,0.7805567383766174,0.7193899750709534,0.7795378565788269,0.7204625010490417,3733.290331363678
avtomat_distance-2_learningRate-0.0001_batch-128_epochs-300_patience-10,2,0.0001,128,300,10,0.538053035736084,0.7883612513542175,0.5380377173423767,0.7894625067710876,3879.6871433258057
avtomat_distance-2_learningRate-0.0001_batch-512_epochs-300_patience-10,2,0.0001,512,300,10,0.48824426531791687,0.8196750283241272,0.48796772956848145,0.820243775844574,5125.854779005051
avtomat_distance-38_learningRate-0.0001_batch-128_epochs-300_patience-10,38,0.0001,128,300,10,0.3926655352115631,0.845048725605011,0.39412418007850647,0.8450999855995178,6998.540336847305
avtomat_distance-38_learningRate-0.001_batch-512_epochs-10_patience-10,38,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,406.6850836277008
avtomat_distance-26_learningRate-0.0001_batch-128_epochs-300_patience-10,26,0.0001,128,300,10,0.7349575161933899,0.7361475229263306,0.7370388507843018,0.7354124784469604,10004.134850025177
avtomat_distance-62_learningRate-0.001_batch-256_epochs-10_patience-10,62,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,574.4122974872589
avtomat_distance-50_learningRate-0.0001_batch-512_epochs-300_patience-10,50,0.0001,512,300,10,0.23846043646335602,0.9163475036621094,0.23737095296382904,0.9169062376022339,4619.248902320862
avtomat_distance-32_learningRate-0.0001_batch-256_epochs-300_patience-10,32,0.0001,256,300,10,0.4144798517227173,0.8522024750709534,0.41398710012435913,0.8522437214851379,4905.8840136528015
avtomat_distance-56_learningRate-0.0001_batch-512_epochs-10_patience-10,56,0.0001,512,10,10,0.46613577008247375,0.8112062215805054,0.46954116225242615,0.8100500106811523,399.55093359947205
avtomat_distance-20_learningRate-0.001_batch-256_epochs-10_patience-10,20,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,564.3568270206451
avtomat_distance-2_learningRate-0.001_batch-128_epochs-10_patience-10,2,0.001,128,10,10,0.6999244689941406,0.7324437499046326,0.6998842358589172,0.7318999767303467,919.5457446575165
avtomat_distance-14_learningRate-0.0001_batch-256_epochs-300_patience-10,14,0.0001,256,300,10,0.2890883982181549,0.8953312635421753,0.28479820489883423,0.89658123254776,4688.284383058548
avtomat_distance-44_learningRate-0.001_batch-256_epochs-10_patience-10,44,0.001,256,10,10,2.772632598876953,0.0625,2.7726290225982666,0.0625,586.9287023544312
avtomat_distance-50_learningRate-0.001_batch-512_epochs-10_patience-10,50,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,402.5425834655762
avtomat_distance-56_learningRate-0.0001_batch-512_epochs-300_patience-10,56,0.0001,512,300,10,0.2523733079433441,0.8982387781143188,0.2555740773677826,0.8964750170707703,3034.6337089538574
avtomat_distance-50_learningRate-0.0001_batch-256_epochs-10_patience-10,50,0.0001,256,10,10,0.4971892237663269,0.8099600076675415,0.49463221430778503,0.8112999796867371,575.6359906196594
avtomat_distance-44_learningRate-0.0001_batch-512_epochs-300_patience-10,44,0.0001,512,300,10,0.4095461070537567,0.8450124859809875,0.41031214594841003,0.8428375124931335,6347.183316230774
avtomat_distance-38_learningRate-0.0001_batch-128_epochs-10_patience-10,38,0.0001,128,10,10,0.5679008364677429,0.773389995098114,0.5698926448822021,0.7722625136375427,1085.5436160564423
avtomat_distance-50_learningRate-0.0001_batch-256_epochs-300_patience-10,50,0.0001,256,300,10,0.24409984052181244,0.9113724827766418,0.2434197962284088,0.9115312695503235,5276.245178222656
avtomat_distance-32_learningRate-0.0001_batch-128_epochs-10_patience-10,32,0.0001,128,10,10,0.6410586833953857,0.7559162378311157,0.6397203803062439,0.7556562423706055,1090.815468788147
avtomat_distance-20_learningRate-0.0001_batch-512_epochs-10_patience-10,20,0.0001,512,10,10,1.746200680732727,0.3040125072002411,1.7450484037399292,0.30227500200271606,431.2243559360504
avtomat_distance-2_learningRate-0.0001_batch-128_epochs-10_patience-10,2,0.0001,128,10,10,0.8229326009750366,0.6513350009918213,0.8225277066230774,0.652287483215332,1127.338922739029
avtomat_distance-44_learningRate-0.0001_batch-512_epochs-10_patience-10,44,0.0001,512,10,10,0.7601680755615234,0.6820712685585022,0.7610501050949097,0.6803374886512756,399.69383430480957
avtomat_distance-32_learningRate-0.0001_batch-256_epochs-10_patience-10,32,0.0001,256,10,10,0.7758598923683167,0.6917874813079834,0.774785578250885,0.6917999982833862,681.3778486251831
avtomat_distance-20_learningRate-0.001_batch-128_epochs-10_patience-10,20,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,916.1689295768738
avtomat_distance-8_learningRate-0.001_batch-256_epochs-10_patience-10,8,0.001,256,10,10,0.993480384349823,0.639083743095398,0.9937147498130798,0.6395562291145325,566.4428412914276
avtomat_distance-56_learningRate-0.001_batch-128_epochs-10_patience-10,56,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,903.7265758514404
avtomat_distance-26_learningRate-0.0001_batch-512_epochs-10_patience-10,26,0.0001,512,10,10,1.1960289478302002,0.5314350128173828,1.195785403251648,0.5332499742507935,399.97425627708435
avtomat_distance-8_learningRate-0.001_batch-512_epochs-10_patience-10,8,0.001,512,10,10,0.8602475523948669,0.687038779258728,0.8603891730308533,0.6866687536239624,399.840948343277
avtomat_distance-50_learningRate-0.0001_batch-128_epochs-10_patience-10,50,0.0001,128,10,10,0.4464205801486969,0.8287749886512756,0.4443246126174927,0.8295437693595886,946.6518940925598
avtomat_distance-44_learningRate-0.001_batch-128_epochs-10_patience-10,44,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,906.8393158912659
avtomat_distance-50_learningRate-0.0001_batch-512_epochs-10_patience-10,50,0.0001,512,10,10,0.6100096106529236,0.7713750004768372,0.6079241633415222,0.773256242275238,405.168377161026
avtomat_distance-20_learningRate-0.001_batch-512_epochs-10_patience-10,20,0.001,512,10,10,2.7726211547851562,0.0625,2.7726187705993652,0.0625,405.255206823349
avtomat_distance-14_learningRate-0.0001_batch-256_epochs-10_patience-10,14,0.0001,256,10,10,0.7244151830673218,0.7269562482833862,0.7210668325424194,0.7289062738418579,778.8292090892792
avtomat_distance-62_learningRate-0.001_batch-128_epochs-10_patience-10,62,0.001,128,10,10,2.772639036178589,0.0625,2.7726473808288574,0.0625,904.3134970664978
avtomat_distance-2_learningRate-0.001_batch-256_epochs-10_patience-10,2,0.001,256,10,10,0.728588342666626,0.7073324918746948,0.7289137244224548,0.7081375122070312,580.0647900104523
